student_efficacy,student_joy,student_broad_interest,student_epistemic_beliefs,student_instrumental_motivation,student_value_cooperation,student_enjoy_cooperation,student_environmental_awareness,parent_views_science,parent_enviro_concern,teacher_directed,teacher_inquiry_based,teacher_choice_support,teacher_perceived_feedback,teacher_adaptation_of_instruction,science_minutes_week,out_of_schools_study_hours,overall_science_ach,explain_scientifically,do_inquiry,interpret_data,teacher_extra_help,teacher_interest_learning,teacher_tells_performance,teacher_strengths,teacher_areas_improve,teacher_how_improve,students_investigation,teacher_explains_relevance,students_design,teacher_explains_application,students_draw_conclusions,students_argue,students_laboratory,students_explain_ideas,teacher_waits_quiet,teacher_noise_disorder,students_dont_listen,work_team,student_career,student_job,nervous,be_best,want_top_grades,ambitious,worry_grades,good_listener,ict_home,ict_interest,ict_competence,ict_autonomy,ict_out_sch,ict_out_leisure,disciplinary_climate
0.3325,0.042,0.6496,NA,NA,0.1458,-0.3954,-1.2707,NA,NA,-0.6102,-3.3405,1.4475,0.3641,-0.3816,120,39,447.843,425.349,468.566,399.475,1,1,NA,2,2,3,4,4,4,4,4,4,4,4,4,4,3,3,NA,NA,4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,1.0438
1.7713,0.5094,-0.1178,-0.1933,1.7359,0.0333,-0.2882,1.1253,NA,NA,2.0781,0.2849,1.4475,1.0606,0.353,330,24,470.946,500.629,536.466,460.472,1,1,3,3,3,3,2,2,4,2,4,2,4,2,3,4,3,3,1,1,2,4,3,4,2,3,NA,NA,NA,NA,NA,NA,0.7001
-1.0524,-2.1154,-1.6194,-0.1933,0.3708,0.3895,-0.2882,-0.7646,NA,NA,2.0781,-0.2786,0.1772,-1.5255,-0.3562,360,36,385.752,357.555,372.458,324.983,2,3,1,1,1,1,4,1,4,1,4,4,4,1,4,3,3,4,2,2,4,4,4,3,3,3,NA,NA,NA,NA,NA,NA,0.8934
1.4831,1.1662,-0.1991,1.1174,-0.5739,-0.3,0.9675,0.808,NA,NA,-0.3693,-1.0008,-0.9096,-0.8345,-0.3369,360,6,478.425,464.754,536.929,500.21,3,3,2,1,1,1,4,3,4,4,3,4,3,2,2,2,2,2,2,3,3,4,4,3,4,3,NA,NA,NA,NA,NA,NA,-0.7439
0.3155,2.1635,0.5305,2.1552,0.3708,-0.2097,-0.2882,-0.4055,NA,NA,0.4505,3.1829,1.4475,1.0606,2.0469,360,58,499.742,489.906,548.023,505.083,1,1,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,2,2,2,1,3,2,2,2,3,NA,NA,NA,NA,NA,NA,0.0039
-0.6222,-0.1274,-2.4981,NA,-0.2552,0.0333,0.395,-0.1021,NA,NA,1.3233,0.2718,0.8213,-0.7766,-0.3622,360,NA,393.991,442.594,433.086,439.171,1,1,2,1,2,1,4,2,1,4,1,4,4,2,4,4,4,3,3,3,4,3,3,2,4,4,NA,NA,NA,NA,NA,NA,1.3818
-1.0524,0.5094,-0.3744,-0.1933,0.3708,0.0333,-0.2882,-1.487,NA,NA,-0.6102,-0.0513,0.5683,0.7708,-0.3816,240,32,480.192,477.787,519.274,476.827,1,1,2,2,3,3,3,2,4,3,3,3,3,2,3,3,3,3,2,2,3,4,4,2,3,3,NA,NA,NA,NA,NA,NA,0.0039
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.24,271.875,291.759,254.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.3238,1.3705,0.1186,0.231,-0.5555,0.891,2.2879,1.0357,NA,NA,1.1091,0.8192,0.4124,0.9443,0.6673,360,8,504.357,558.484,526.788,543.303,2,1,2,3,3,3,2,2,4,2,1,1,3,1,4,2,4,3,3,2,4,4,4,4,2,4,NA,NA,NA,NA,NA,NA,0.7916
3.2775,1.1839,1.6345,0.84,-0.2874,-0.8356,1.3264,0.5524,NA,NA,-1.315,-1.7998,-1.2886,-1.5255,-1.9656,360,36,633.275,665.794,641.921,619.223,3,3,1,1,1,1,4,4,4,3,4,4,3,4,1,2,3,3,2,3,4,3,3,4,2,4,NA,NA,NA,NA,NA,NA,-0.9064
-2.8686,2.1635,NA,-0.577,1.7359,-0.3735,0.4252,-1.2707,NA,NA,-0.1305,-0.6777,1.4475,0.7708,0.702,240,30,467.454,513.361,555.691,542.47,1,1,2,2,3,3,4,2,4,2,4,4,3,2,4,3,4,3,1,1,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,1.1892
0.3155,-2.1154,-1.0968,-0.1933,-0.7778,-0.6836,-1.4606,-1.0997,NA,NA,0.4505,-1.2586,-2.7195,-0.8345,-1.274,120,9,544.449,559.453,522.432,515.263,4,4,2,1,1,1,3,4,4,4,3,4,3,4,1,1,1,4,3,3,2,4,3,2,1,2,NA,NA,NA,NA,NA,NA,-2.4162
-1.0524,0.5094,2.4511,-0.1933,-0.7778,0.0333,-0.2882,0.0194,NA,NA,0.4505,-0.121,-1.0718,1.0606,0.6524,NA,NA,336.49,412.671,322.1,333.763,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.0039
-0.236,-1.3786,-0.414,0.5337,-1.3237,-1.039,-0.2882,-0.8037,NA,NA,0.6495,0.8369,0.0322,1.0606,0.6178,180,22,536.585,560.204,538.794,541.051,2,1,3,3,3,3,2,2,4,1,2,1,4,1,3,4,3,2,4,3,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,0.1783
0.1361,0.5094,0.5686,-0.1933,0.3708,0.0333,-1.2109,-0.0439,NA,NA,0.9477,0.1432,-0.2008,-0.1553,-0.3816,360,4,602.398,622.482,648.127,613.009,1,2,1,2,2,2,3,4,3,2,2,NA,3,2,4,4,3,3,2,2,2,3,3,2,2,3,NA,NA,NA,NA,NA,NA,0.8033
0.3155,0.5094,-0.3744,-0.1933,0.3708,-0.0174,-0.2882,-1.2707,NA,NA,NA,NA,NA,NA,NA,360,30,473.402,478.287,502.661,479.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA
0.505,1.3859,0.6098,0.5184,1.0388,-1.039,0.4252,0.1547,NA,NA,1.1203,0.0719,1.4475,-0.8345,2.0469,240,NA,677.819,667.755,605.741,644.894,1,1,2,1,1,1,3,1,4,1,3,4,3,1,4,4,4,2,1,2,3,4,4,3,2,3,NA,NA,NA,NA,NA,NA,1.8837
-0.7287,0.8931,0.472,0.5975,1.7359,-1.3255,-1.2786,-0.0809,NA,NA,2.0781,-0.056,0.7896,0.0134,0.9413,360,13,617.985,517.118,563.116,558.994,2,1,2,2,2,2,4,2,4,1,3,3,3,1,4,4,4,2,1,1,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1.8837
1.5042,0.5301,-2.4981,-0.1933,0.3708,0.4713,-1.198,-1.487,NA,NA,1.0203,-0.0979,0.5731,0.0134,0.0214,80,12,335.222,404.425,423.911,420.444,1,2,2,2,2,2,3,2,4,2,3,3,3,2,1,2,2,3,2,2,3,4,4,3,3,2,NA,NA,NA,NA,NA,NA,-0.9281
-1.0524,-0.8208,-0.2926,-0.1933,-0.5375,0.0333,-0.8088,-0.7465,NA,NA,0.0532,-0.121,-0.5956,0.0134,-0.3816,120,30,400.136,453.458,447.036,457.927,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,0.0039
1.7764,2.1635,0.5392,2.1552,1.7359,0.0333,-0.2882,0.0194,NA,NA,2.0781,2.07,1.4475,1.8543,2.0469,360,63,547.015,558.088,541.3,556.706,1,1,4,4,3,4,1,1,2,1,1,1,2,1,4,4,4,3,1,1,1,4,4,4,1,3,NA,NA,NA,NA,NA,NA,1.8837
0.497,0.9564,-0.0781,1.1174,0.0125,-1.3255,1.0425,0.0202,NA,NA,-0.3501,-0.9108,-1.2886,-0.6397,-0.76,345,9,607.416,556.21,566.573,614.165,3,3,3,1,2,1,4,3,4,2,3,4,3,4,4,3,3,2,2,3,2,4,2,2,4,3,NA,NA,NA,NA,NA,NA,0.1196
1.8257,1.1225,0.0089,-0.2969,-1.0434,-1.3255,2.2879,0.5757,NA,NA,2.0781,1.0172,1.4475,2.4994,2.0469,275,25,570.64,564.624,572.799,527.091,1,1,4,4,4,4,3,1,1,1,2,3,1,1,4,4,4,2,2,3,1,3,2,2,1,4,NA,NA,NA,NA,NA,NA,1.3751
0.1361,0.5094,0.5305,-0.1933,0.3708,0.5587,0.5759,0.0194,NA,NA,0.4505,0.9984,1.4475,0.0134,0.6524,25,NA,396.869,395.383,334.451,324.86,1,1,2,2,2,2,2,1,3,1,1,3,3,1,3,3,2,3,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,-0.2683
0.3155,-0.2121,-0.4767,-0.1933,-0.0575,0.891,0.5759,-0.7535,NA,NA,0.658,0.6244,0.2365,0.9903,-0.8348,0,26,422.679,464.71,414.751,504.726,3,1,2,3,4,3,3,3,2,1,2,3,2,1,3,3,3,3,3,2,4,4,3,3,4,3,NA,NA,NA,NA,NA,NA,0.2829
-0.127,-0.5781,-0.3744,1.1836,-0.7778,0.0333,-0.2882,1.0572,NA,NA,-0.1495,-0.9395,1.4475,-0.9174,0.3728,240,NA,426.712,461.204,488.335,490.51,1,1,1,1,1,2,4,3,4,2,3,4,4,3,4,2,4,3,3,3,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,0.7916
3.2775,0.5094,-0.7097,-0.1933,1.7359,0.0333,-0.2882,0.0194,NA,NA,0.4505,0.9452,-0.1164,1.0606,0.6524,225,NA,335.953,342.005,308.692,349.433,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,4,3,3,1,1,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,0.7048
0.3155,0.5094,0.6496,-0.1933,0.3708,1.4758,0.395,-0.4503,NA,NA,-0.2213,1.0631,-0.1164,0.4598,NA,90,45,429.833,522.952,509.422,507.237,2,2,2,3,2,2,2,2,2,2,2,1,3,1,1,1,1,3,2,2,3,NA,4,3,3,4,NA,NA,NA,NA,NA,NA,-1.9061
0.6961,-0.8208,-0.2458,-2.0165,1.7359,0.0333,-0.2882,3.2811,NA,NA,-0.6102,0.9452,1.4475,0.0134,-0.0163,180,35,374.789,407.064,317.658,407.158,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,0.0039
-0.3876,-0.1679,0.1894,0.6178,0.9178,0.9978,-1.198,0.0057,NA,NA,0.658,-0.1245,0.2407,-0.4414,-0.3816,240,8,441.381,468.433,485.942,489.83,2,2,1,1,1,2,3,3,4,4,2,3,2,3,3,4,4,3,1,3,4,2,4,3,3,2,NA,NA,NA,NA,NA,NA,0.9781
3.2775,2.1635,1.1191,0.678,0.8063,-1.4034,-0.9124,0.9775,NA,NA,0.5229,-0.9941,0.9133,-0.3953,0.687,225,34,617.103,655.961,657.156,677.051,1,1,2,2,1,1,4,3,4,1,4,4,4,3,4,4,4,1,3,2,2,4,4,4,1,3,NA,NA,NA,NA,NA,NA,1.8837
0.1026,-1.0004,-0.1178,0.827,0.3708,-1.2225,-1.198,0.4339,NA,NA,-0.5997,-1.4155,-1.1226,-0.7181,-0.8077,255,20,653.932,697.089,655.267,676.403,3,2,3,2,1,1,4,4,4,3,3,4,4,3,3,3,3,3,2,2,4,4,4,3,1,2,NA,NA,NA,NA,NA,NA,-0.5725
1.8298,-0.3398,-0.0034,1.5636,1.7359,-1.039,-0.2882,1.6265,NA,NA,1.4501,0.6594,1.4475,1.495,1.3754,255,6,608.767,648.98,587.67,664.754,1,1,3,3,4,3,3,2,3,1,2,2,2,2,3,3,3,2,1,1,4,4,4,4,2,3,NA,NA,NA,NA,NA,NA,0.5529
0.7582,0.0388,0.0239,2.1552,1.7359,0.0333,2.2879,2.0177,NA,NA,1.4501,0.6371,0.2371,1.4907,2.0469,180,6,458.088,484.302,487.103,500.025,2,1,4,2,4,4,2,2,3,1,NA,3,3,1,4,4,4,3,1,1,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,1.3751
-3.7565,-1.5148,-0.3274,-0.5345,0.3708,2.1017,-1.2109,-1.5131,NA,NA,-0.6102,0.4936,-1.0682,-1.0389,-0.8348,85,5,391.754,413.952,376.602,399.438,3,4,1,2,1,1,2,3,3,1,2,2,2,3,2,2,2,4,2,2,3,4,3,4,3,3,NA,NA,NA,NA,NA,NA,-0.7439
3.2775,-0.8208,-2.4981,-2.7904,0.3708,2.1017,2.2879,3.2811,NA,NA,2.0781,3.1829,1.4475,2.4994,2.0469,300,NA,520.151,484.56,485.538,510.969,1,1,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,2,2,1,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,1.8837
-0.5971,0.5094,-0.3614,1.1456,1.7359,-0.3735,-0.2882,-0.7858,NA,NA,-1.7704,-2.2684,-0.5956,-1.5255,-1.9656,270,5,582.821,610.7,628.664,622.899,2,3,1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,3,1,1,2,4,4,4,3,3,NA,NA,NA,NA,NA,NA,1.8048
0.3155,-0.4228,-2.4981,-0.1933,0.3708,-2.8294,-1.1533,-1.2707,NA,NA,0.8634,3e-4,1.4475,0.0134,-0.787,170,14,635.515,557.41,574.001,579.397,1,1,2,2,2,2,3,3,4,2,3,2,4,2,4,4,4,1,2,2,4,3,3,2,4,2,NA,NA,NA,NA,NA,NA,1.0917
-0.7908,-0.1379,-0.1315,-0.1933,-0.7778,-0.6214,-1.1533,-0.3204,NA,NA,NA,NA,NA,NA,NA,270,NA,567.26,492.765,488.522,517.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA
0.2599,-0.3398,-0.2865,-0.1933,0.3708,0.9978,0.4252,0.2741,NA,NA,1.4332,-0.0457,0.6375,-0.4379,-1e-4,330,8,493.413,479.704,443.344,473.466,1,2,3,2,2,1,4,1,4,1,3,3,4,1,3,3,3,3,2,2,2,4,3,4,2,3,NA,NA,NA,NA,NA,NA,0.0039
0.3155,0.1458,0.7736,1.5636,-0.0948,-0.6887,-0.3266,0.0216,NA,NA,0.0714,-1.3297,-0.1198,0.0134,-0.787,90,38,582.468,592.275,557.92,584.476,2,1,2,2,2,2,4,4,4,2,4,3,4,4,4,4,4,2,2,2,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1.8837
1.8741,-1.7159,0.5305,1.1342,-1.9301,0.0333,0.9675,1.34,NA,NA,-1.7885,0.0719,1.4475,-0.8636,0.6524,180,23,496.037,534.566,465.69,529.22,1,1,2,2,1,1,3,1,4,1,3,4,3,1,4,3,4,3,4,4,2,4,4,3,2,3,NA,NA,NA,NA,NA,NA,1.1892
3.2775,0.0992,0.9152,0.5002,0.3708,-0.5546,-1.1533,-0.0928,NA,NA,-0.2213,-0.1646,0.5088,-0.5463,0.3878,210,7,618.383,608.363,639.587,639.156,1,1,2,1,2,1,4,2,3,3,2,4,3,1,4,4,4,3,2,2,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,1.8837
1.1855,0.5094,-0.0034,0.2497,-0.7778,0.0333,-0.2882,0.2071,NA,NA,0.4505,0.123,1.4475,1.0606,0.353,240,5,676.992,642.761,610.982,640.734,1,1,3,3,3,3,3,2,4,2,2,3,3,3,4,3,4,3,3,3,2,4,4,4,2,3,NA,NA,NA,NA,NA,NA,0.9337
-0.867,-0.8208,-0.7446,-0.1933,-0.5375,0.0333,-0.2882,0.0159,NA,NA,1.0322,-0.9143,0.9209,0.0134,0.6524,180,17,603.815,597.305,611.316,592.42,1,2,2,2,2,2,3,4,4,4,3,4,3,2,3,3,2,3,3,3,2,4,4,4,2,3,NA,NA,NA,NA,NA,NA,-0.0454
-0.0645,-0.119,0.38,2.1552,-0.6696,-0.5601,1.4116,-0.8664,NA,NA,0.4587,0.1706,-0.5798,0.5806,0.0214,180,25,567.873,569.727,546.543,542.313,1,3,2,2,3,3,2,3,4,2,2,3,3,3,3,2,1,1,3,4,2,2,3,3,2,4,NA,NA,NA,NA,NA,NA,-0.9688
0.5302,0.9564,-0.2926,1.1859,1.7359,1.4758,0.395,1.5126,NA,NA,-0.2123,-0.5987,-0.3225,-1.5255,-1.9656,240,31,596.571,592.461,549.94,632.347,3,2,1,1,1,1,4,3,3,3,3,4,3,2,4,4,3,3,1,1,3,3,3,2,2,4,NA,NA,NA,NA,NA,NA,1.3185
-0.3994,0.1458,0.5305,0.2497,1.356,0.0333,-0.2882,0.0232,NA,NA,1.4501,-0.1369,1.4475,0.9757,0.6524,180,27,572.592,596.61,570.992,633.184,1,1,2,2,2,4,4,2,4,2,2,3,4,1,4,4,3,3,1,2,2,4,4,3,3,3,NA,NA,NA,NA,NA,NA,1.0438
-0.0462,0.5094,0.5305,-0.1933,0.3708,1.4758,-0.2882,-0.5527,NA,NA,0.9505,2.1533,1.4475,0.0134,1.3754,120,25,484.888,552.266,534.842,562.554,1,1,2,2,2,2,1,1,1,1,1,1,3,1,3,3,3,3,2,2,2,4,3,4,2,3,NA,NA,NA,NA,NA,NA,0.0039
2.3335,2.1635,0.928,2.1552,1.7359,0.6316,-0.2882,1.3793,NA,NA,0.119,-0.444,-1.2583,-1.5255,-1.2982,270,22,599.015,636.91,557.508,652.717,4,3,1,1,1,1,4,2,4,1,3,4,3,3,1,1,1,2,1,1,3,2,3,3,1,3,NA,NA,NA,NA,NA,NA,-2.4162
-0.5589,-0.4071,0.228,-0.1933,0.3708,-0.8356,-0.2882,-1.2707,NA,NA,-0.6102,-0.124,0.2551,1.0606,0.6524,360,11,569.017,560.391,513.841,572.368,1,1,3,3,3,3,3,3,4,2,3,4,3,1,3,3,2,3,2,2,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,-0.0454
3.2775,0.5094,0.5305,-0.1933,0.3708,-0.3,-0.2882,2.0177,NA,NA,2.0781,3.1464,0.9209,2.0902,2.0469,270,30,412.684,512.019,506.875,513.073,1,2,3,4,4,4,NA,1,1,1,1,1,1,1,4,4,4,2,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1.8837
3.2775,1.6403,0.6331,2.1552,1.1151,2.1017,1.4116,3.2811,NA,NA,1.1203,0.7579,1.4475,1.4176,1.3754,180,35,659.854,719.466,661.806,694.376,1,1,3,4,4,2,1,1,4,1,1,3,3,1,4,3,3,4,1,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,0.8934
0.3155,0.5094,0.1123,0.5002,1.7359,0.0333,-0.2882,-0.0809,NA,NA,1.4501,1.9953,1.4475,1.0606,1.0006,255,50,610.73,626.037,645.01,626.825,1,1,3,3,3,3,1,1,3,1,1,1,1,1,4,4,4,3,1,1,2,4,4,4,2,3,NA,NA,NA,NA,NA,NA,1.8837
0.3155,-2.1154,-0.6543,-0.8092,1.7359,-0.3735,2.2879,-0.278,NA,NA,-0.6102,-0.7304,-1.0718,-1.5255,-1.9656,270,31,412.29,420.447,407.552,418.927,3,3,1,1,1,1,3,4,4,3,3,4,3,2,4,3,3,3,1,1,1,4,4,4,1,4,NA,NA,NA,NA,NA,NA,0.8934
0.3294,0.5094,0.6026,-0.1007,1.7359,0.6732,1.5899,-0.2867,NA,NA,2.0781,-0.2165,1.4475,0.6961,2.0469,240,12,562.687,582.353,613.327,622.054,1,1,2,3,3,2,4,1,4,1,3,4,4,1,4,4,4,3,1,1,1,4,3,4,2,3,NA,NA,NA,NA,NA,NA,1.3751
1.5091,0.125,-0.5836,2.1552,-0.0948,0.0333,-0.2882,2.0177,NA,NA,-0.6102,-0.174,1.4475,-1.5255,0.3728,255,22,529.203,506.758,530.127,505.736,1,1,1,1,1,1,4,2,4,2,2,4,2,2,3,3,4,3,2,2,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,0.8351
0.7677,1.6681,0.7736,-0.1933,1.356,2.1017,2.2879,0.8948,NA,NA,0.5819,-0.0037,1.4475,2.4994,0.0164,240,17,591.508,584.935,593.063,608.974,1,1,4,4,4,4,4,2,4,2,2,4,2,2,4,3,4,4,1,2,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,1.1892
-0.4184,-2.1154,-0.0921,-0.7443,-0.7778,-0.6214,-1.0775,-1.056,NA,NA,NA,NA,NA,NA,NA,255,NA,583.41,589.628,552.542,594.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,4,3,4,3,2,NA,NA,NA,NA,NA,NA,NA
0.9675,0.5094,0.5305,-0.1933,0.8545,0.0333,-0.9705,0.8981,NA,NA,NA,NA,NA,NA,NA,210,7,631.942,590.128,557.462,579.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA
2.3005,2.1635,0.9248,2.1552,-1.9301,-1.039,0.395,0.423,NA,NA,2.0781,1.9266,1.4475,0.5806,0.6524,275,14,536.729,526.081,589.619,546.765,1,1,2,2,3,3,1,1,1,1,1,2,1,1,4,3,4,2,4,4,3,4,4,3,2,4,NA,NA,NA,NA,NA,NA,1.1892
-0.2489,0.5094,0.5305,-0.1933,0.7648,0.0333,-0.2882,0.5785,NA,NA,-0.3597,0.1809,0.1869,0.1397,0.672,330,30,518.006,550.509,583.016,534.311,2,2,1,2,1,3,3,3,3,1,1,4,3,2,3,3,3,3,2,2,3,3,4,3,3,3,NA,NA,NA,NA,NA,NA,0.5529
1.2048,0.5094,-0.311,2.1552,0.0125,-1.3972,1.0205,0.3052,NA,NA,-0.2123,-0.5756,-2.1709,-0.8345,-1e-4,275,16,675.262,679.559,700.516,633.28,4,4,2,1,1,1,3,4,3,3,2,4,3,4,4,4,3,2,2,3,3,3,4,4,2,4,NA,NA,NA,NA,NA,NA,0.8033
-0.0685,0.5094,0.6584,-0.1933,0.3708,0.0333,-0.2882,-0.4218,NA,NA,-0.3597,-0.3704,0.3758,1.0606,0.0214,300,8,530.119,522.3,523.243,502.567,1,2,3,3,3,3,4,3,4,3,3,3,3,2,3,3,4,3,2,2,2,3,4,3,1,3,NA,NA,NA,NA,NA,NA,0.3363
-0.7051,-1.5016,-2.4981,0.7973,1.356,1.3777,-0.2882,-0.2757,NA,NA,0.12,-0.3273,0.5683,0.8631,0.3728,225,11,504.139,472.909,507.594,485.496,1,1,3,3,3,3,4,3,4,2,2,4,3,1,2,1,2,4,1,2,2,4,4,3,3,3,NA,NA,NA,NA,NA,NA,-1.0806
1.4919,2.1635,0.6584,1.5636,1.7359,-0.5546,-0.2882,2.0258,NA,NA,0.5252,-0.0649,0.0764,-1.1537,0.6374,275,45,654.727,673.102,638.018,651.214,2,1,2,1,1,1,3,3,3,2,2,4,2,3,4,4,4,3,1,1,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,1.8837
-0.7246,0.5094,-0.1178,0.9214,1.7359,-0.3735,1.0205,-0.4218,NA,NA,-0.0718,0.5743,0.3758,0.1725,-1e-4,250,16,523.191,533.29,567.171,517.788,1,2,3,2,2,2,3,1,3,2,2,3,3,2,4,3,4,3,1,1,3,3,4,4,3,4,NA,NA,NA,NA,NA,NA,1.1892
1.513,0.5094,0.7736,-0.4135,-1.5577,0.6732,0.395,2.2983,NA,NA,-1.3272,-0.0854,1.4475,-1.1537,1.3974,250,17,507.059,503.026,498.697,470.835,1,1,2,1,1,1,4,4,4,2,2,2,2,2,2,3,3,3,4,3,2,4,4,3,2,4,NA,NA,NA,NA,NA,NA,-0.32
-0.9379,-0.1379,-0.6352,-0.7166,0.3708,1.1548,0.6615,0.0475,NA,NA,-0.5262,-0.6341,0.0932,-0.7766,-1.2428,275,8,447.477,457.622,498.492,450.787,1,1,2,1,2,1,4,3,4,2,3,4,3,2,2,2,2,4,2,2,1,4,4,3,1,3,NA,NA,NA,NA,NA,NA,-0.8747
-0.5651,0.5094,-0.2052,-0.1933,0.3708,-0.5546,0.395,-0.0809,NA,NA,-0.6102,0.1947,-0.1164,-1.5255,-0.3816,250,5,605.086,637.146,672.624,605.923,2,2,1,1,1,1,3,2,3,3,3,3,2,2,3,3,3,3,2,2,4,4,4,3,3,4,NA,NA,NA,NA,NA,NA,0.0039
0.13,1.6403,0.1393,-0.1933,0.3708,1.0765,1.3264,1.2283,NA,NA,2.0781,2.2843,1.4475,2.4994,2.0469,250,31,546.432,573.595,637.898,619.233,1,1,4,4,4,4,1,1,2,1,1,1,1,1,3,3,3,3,2,2,2,4,4,4,1,4,NA,NA,NA,NA,NA,NA,0.0039
0.5008,0.5094,0.0211,-0.1933,-0.7778,-0.3,-0.2882,-0.2325,NA,NA,-0.9523,-0.7282,-0.2651,-0.5356,-1e-4,275,9,589.855,562.636,601.047,573.949,2,2,2,1,1,2,4,3,3,3,3,4,3,3,4,3,3,2,3,3,4,4,3,3,4,3,NA,NA,NA,NA,NA,NA,0.8934
0.3308,0.5094,0.5305,-0.2305,0.3708,0.5587,-0.2882,0.0194,NA,NA,0.0615,0.4529,0.1376,1.0324,0.6524,275,23,406.781,398.387,426.572,403.427,2,1,3,4,NA,3,1,1,3,2,2,4,3,2,4,4,4,3,2,2,2,4,4,3,2,3,NA,NA,NA,NA,NA,NA,1.3751
1.1704,1.1662,-0.0443,1.1859,1.7359,1.4758,2.2879,0.0194,NA,NA,1.0322,0.3894,1.4475,-1.5255,0.3728,275,14,568.995,589.929,603.393,560.253,1,1,1,1,1,1,3,2,3,1,3,3,3,1,3,3,3,3,1,1,2,4,4,4,2,4,NA,NA,NA,NA,NA,NA,0.2829
0.979,1.3705,0.8185,0.827,1.7359,-0.5546,-0.2882,1.3793,NA,NA,-0.5262,-0.0979,-0.1164,0.5054,-1.274,225,20,579.874,534.48,585.078,588.748,2,2,2,3,3,2,3,2,4,2,3,3,3,2,2,3,3,3,1,1,2,4,3,4,3,3,NA,NA,NA,NA,NA,NA,-0.4889
1.2257,0.0992,-0.4464,1.4181,-0.7778,-2.8294,0.8242,1.5126,NA,NA,0.2564,0.4157,0.4124,-0.5356,-0.3369,275,21,528.538,534.744,566.053,528.686,2,1,2,1,1,2,3,1,4,1,2,2,3,2,4,4,4,1,3,3,4,3,2,2,4,4,NA,NA,NA,NA,NA,NA,1.8837
0.3592,2.1635,0.0272,1.1342,1.7359,-1.039,-0.7876,1.4725,NA,NA,-0.5997,-0.1618,0.5683,-1.5255,0.353,275,25,574.26,583.626,610.294,536.693,1,1,1,1,1,1,3,2,4,3,2,3,3,3,3,3,2,2,1,1,3,4,4,4,3,2,NA,NA,NA,NA,NA,NA,-0.0454
1.5059,0.5094,-0.0908,-0.1933,0.3708,-1.039,-1.1664,3.2811,NA,NA,-0.0057,-0.1979,-0.2651,-1.5255,-1e-4,275,10,667.342,685.191,688.81,681.681,2,2,1,1,1,1,3,3,3,3,3,3,3,2,4,4,4,2,2,2,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1.8837
1.4919,1.3705,1.1561,1.5073,1.7359,-0.116,-1.0917,0.0619,NA,NA,0.0615,0.3342,0.5683,0.0134,0.3379,275,13,614.935,677.256,657.361,655.538,1,1,2,2,2,2,2,2,3,2,1,4,3,2,3,4,3,3,1,1,1,4,3,3,2,3,NA,NA,NA,NA,NA,NA,0.9373
